id	0_seqid	1_start	2_end	3_strand	4_length	5_type	6_Note	Mutant1_M2-count	Mutant1_M2-rpkm	Mutant1_M3-count	Mutant1_M3-rpkm	Mutant1_M4-count	Mutant1_M4-rpkm	Mutant2_M1-count	Mutant2_M1-rpkm	Mutant2_M2-count	Mutant2_M2-rpkm	Mutant2_M3-count	Mutant2_M3-rpkm	Mutant2_M4-count	Mutant2_M4-rpkm	Mutant3_M3-count	Mutant3_M3-rpkm	Mutant3_M4-count	Mutant3_M4-rpkm	Mutant3_M1-count	Mutant3_M1-rpkm	Mutant3_M2-count	Mutant3_M2-rpkm	WT_M1-count	WT_M1-rpkm	WT_M2-count	WT_M2-rpkm	WT_M3-count	WT_M3-rpkm	WT_M4-count	WT_M4-rpkm
gene9133	Contig_1.36	236342	238153	-	1812	gene		72	4.14	110	4.53	165	5.57	298	9.92	137	5.21	269	9.31	308	10.93	222	10.78	229	9.86	377	10.01	239	8.70	300	8.27	185	5.83	170	6.85	108	5.27
gene9134	Contig_1.36	238571	241288	+	2718	gene		195	7.48	238	6.53	200	4.50	467	10.36	385	9.75	398	9.18	431	10.20	405	13.11	337	9.67	744	13.18	430	10.43	346	6.36	198	4.16	289	7.76	229	7.45
gene9135	Contig_1.36	241734	242881	-	1148	gene		1	0.09	0	0.00	0	0.00	1	0.05	1	0.06	0	0.00	0	0.00	3	0.23	0	0.00	4	0.17	0	0.00	0	0.00	1	0.05	0	0.00	1	0.08
gene9136	Contig_1.36	247427	249092	-	1666	gene		186	11.64	309	13.84	315	11.56	414	14.98	414	17.11	387	14.57	368	14.21	174	9.19	225	10.54	495	14.30	492	19.48	492	14.75	465	15.95	436	19.10	277	14.70
gene9137	Contig_1.1	370724	371141	+	418	gene		1315	327.91	2531	451.70	2790	408.13	233	33.61	453	74.62	223	33.45	161	24.78	81	17.05	130	24.27	257	29.60	350	55.22	1442	172.25	1073	146.65	963	168.10	761	160.94
gene9138	Contig_1.2	952878	955079	+	2202	gene		380	17.99	679	23.00	551	15.30	1493	40.88	1321	41.30	1481	42.17	1365	39.88	697	27.84	886	31.39	1447	31.63	1224	36.66	1086	24.63	836	21.69	1048	34.73	423	16.98
gene9139	Contig_1.36	250178	253075	+	2898	gene		550	19.78	767	19.74	1253	26.44	1907	39.68	1434	34.07	1937	41.91	1780	39.51	1474	44.74	1605	43.21	2475	41.11	1751	39.85	2067	35.61	1607	31.68	1507	37.94	735	22.42
gene9140	Contig_1.36	259737	260207	+	471	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.15	0	0.00
gene9141	Contig_1.36	260891	262464	+	1574	gene		59	3.91	90	4.27	79	3.07	57	2.18	76	3.32	56	2.23	66	2.70	29	1.62	51	2.53	87	2.66	49	2.05	108	3.43	103	3.74	193	8.95	100	5.62
gene9142	Contig_1.36	263981	264664	+	684	gene		740	112.77	842	91.83	1119	100.03	51	4.50	69	6.95	37	3.39	56	5.27	17	2.19	21	2.40	57	4.01	33	3.18	1681	122.71	1397	116.68	3229	344.46	1353	174.86
gene9143	Contig_1.36	266009	269429	+	3421	gene		185	5.64	225	4.91	177	3.16	364	6.42	273	5.49	346	6.34	360	6.77	382	9.82	460	10.49	570	8.02	372	7.17	275	4.01	134	2.24	276	5.89	212	5.48
gene9144	Contig_1.36	270029	271707	+	1679	gene		7	0.43	12	0.53	16	0.58	16	0.57	13	0.53	29	1.08	22	0.84	26	1.36	27	1.25	46	1.32	22	0.86	15	0.45	3	0.10	8	0.35	8	0.42
gene9145	Contig_1.36	274973	275722	-	750	gene		0	0.00	0	0.00	0	0.00	1	0.08	0	0.00	1	0.08	0	0.00	0	0.00	0	0.00	0	0.00	1	0.09	0	0.00	0	0.00	0	0.00	1	0.12
gene9146	Contig_1.36	278529	279382	-	854	gene		7	0.85	15	1.31	9	0.64	10	0.71	11	0.89	23	1.69	20	1.51	3	0.31	14	1.28	12	0.68	14	1.08	18	1.05	6	0.40	11	0.94	15	1.55
gene9147	Contig_1.36	285894	287009	-	1116	gene		58	5.42	67	4.48	68	3.73	315	17.02	332	20.48	253	14.22	282	16.25	48	3.78	39	2.73	176	7.59	86	5.08	121	5.41	135	6.91	130	8.50	97	7.68
gene9148	Contig_1.36	288916	291724	-	2809	gene		275	10.20	380	10.09	411	8.95	730	15.67	543	13.31	795	17.75	694	15.89	273	8.55	329	9.14	1010	17.31	543	12.75	884	15.71	789	16.05	523	13.59	524	16.49
gene9149	Contig_1.2	955756	956947	-	1192	gene		45	3.93	62	3.88	152	7.80	111	5.61	165	9.53	139	7.31	113	6.10	70	5.17	101	6.61	130	5.25	161	8.91	229	9.59	159	7.62	117	7.16	91	6.75
gene9150	Contig_1.36	292332	296183	+	3852	gene		526	14.23	707	13.69	779	12.37	1118	17.50	1089	19.47	1064	17.32	1174	19.61	565	12.90	484	9.80	1553	19.41	1011	17.31	1603	20.78	1468	21.77	1275	24.15	854	19.60
gene9151	Contig_1.36	297300	301223	-	3924	gene		268	7.12	425	8.08	680	10.60	1176	18.07	696	12.21	1121	17.91	1118	18.33	726	16.27	792	15.75	1328	16.29	1022	17.18	1061	13.50	815	11.87	760	14.13	392	8.83
gene9152	Contig_1.36	303295	304689	-	1395	gene		91	6.80	122	6.52	107	4.69	585	25.28	425	20.98	492	22.12	527	24.30	140	8.83	176	9.84	465	16.05	276	13.05	296	10.59	355	14.54	267	13.97	168	10.65
gene9153	Contig_1.36	305152	305885	+	734	gene		2749	390.38	3431	348.71	3314	276.08	5020	412.37	5704	535.06	4754	406.14	4527	396.74	2258	270.61	2397	254.79	5174	339.31	4029	362.00	4696	319.46	4735	368.54	4146	412.15	3815	459.46
gene9154	Contig_1.36	306082	306806	-	725	gene		156	22.43	148	15.23	147	12.40	229	19.04	185	17.57	180	15.57	211	18.72	178	21.60	160	17.22	368	24.43	173	15.74	235	16.18	150	11.82	148	14.90	145	17.68
gene9155	Contig_1.36	310488	311200	-	713	gene		256	37.42	306	32.02	219	18.78	420	35.52	300	28.97	375	32.98	370	33.38	260	32.08	285	31.19	555	37.47	324	29.97	269	18.84	184	14.74	264	27.02	208	25.79
gene9156	Contig_1.36	312415	313404	+	990	gene		451	47.48	635	47.85	748	46.20	1908	116.20	1542	107.24	1830	115.91	1726	112.15	1238	110.00	1420	111.91	2267	110.22	1541	102.65	1198	60.42	1002	57.82	1012	74.59	642	57.33
gene9157	Contig_1.36	315647	316846	-	1200	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9158	Contig_1.36	318067	319341	-	1275	gene		0	0.00	1	0.06	0	0.00	0	0.00	0	0.00	1	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.06	0	0.00
gene9159	Contig_1.36	320420	321755	-	1336	gene		0	0.00	0	0.00	0	0.00	0	0.00	1	0.05	0	0.00	1	0.05	0	0.00	1	0.06	2	0.07	0	0.00	1	0.04	0	0.00	1	0.05	0	0.00
gene9160	Contig_1.2	959894	967051	+	7158	gene		426	6.20	550	5.73	1251	10.69	2052	17.28	985	9.47	2031	17.79	1987	17.86	1438	17.67	1547	16.86	2878	19.35	1436	13.23	2789	19.46	1044	8.33	1469	14.97	535	6.61
gene9161	Contig_1.36	324800	326475	-	1676	gene		291	18.10	413	18.38	469	17.11	697	25.07	625	25.68	689	25.78	718	27.56	399	20.94	464	21.60	859	24.67	608	23.92	877	26.13	833	28.39	629	27.38	447	23.58
gene9162	Contig_1.36	329924	331983	+	2060	gene		61	3.09	89	3.22	150	4.45	107	3.13	93	3.11	93	2.83	106	3.31	131	5.59	78	2.95	187	4.37	164	5.25	504	12.22	622	17.25	234	8.29	91	3.91
gene9163	Contig_1.36	332707	334197	+	1491	gene		94	6.57	121	6.05	121	4.96	135	5.46	110	5.08	140	5.89	114	4.92	70	4.13	77	4.03	202	6.52	122	5.40	197	6.60	208	7.97	163	7.98	107	6.34
gene9164	Contig_1.36	336274	337482	+	1209	gene		5	0.43	11	0.68	22	1.11	17	0.85	15	0.85	30	1.56	23	1.22	14	1.02	17	1.10	30	1.19	17	0.93	44	1.82	37	1.75	25	1.51	11	0.80
gene9165	Contig_1.36	340464	342362	-	1899	gene		54	2.96	55	2.16	70	2.25	62	1.97	85	3.08	46	1.52	75	2.54	25	1.16	22	0.90	77	1.95	65	2.26	108	2.84	188	5.66	83	3.19	75	3.49
gene9166	Contig_1.36	345088	348538	-	3451	gene		166	5.01	206	4.45	157	2.78	455	7.95	330	6.58	429	7.80	436	8.13	296	7.54	326	7.37	596	8.31	340	6.50	457	6.61	340	5.63	358	7.57	237	6.07
gene9167	Contig_1.36	348900	351802	+	2903	gene		156	5.60	210	5.40	201	4.23	385	8.00	316	7.49	414	8.94	419	9.28	146	4.42	180	4.84	459	7.61	265	6.02	523	9.00	414	8.15	377	9.48	234	7.13
gene9168	Contig_1.36	353036	353561	-	526	gene		138	27.35	191	27.09	188	21.85	522	59.84	393	51.44	471	56.15	436	53.32	339	56.69	410	60.82	827	75.68	478	59.93	275	26.11	184	19.98	237	32.88	166	27.90
gene9169	Contig_1.36	354069	356148	+	2080	gene		47	2.36	90	3.23	59	1.73	90	2.61	49	1.62	97	2.92	105	3.25	80	3.38	92	3.45	209	4.84	91	2.89	101	2.42	60	1.65	49	1.72	68	2.89
gene9170	Contig_1.36	357111	359710	+	2600	gene		2	0.08	2	0.06	2	0.05	2	0.05	4	0.11	0	0.00	2	0.05	1	0.03	3	0.09	0	0.00	1	0.03	4	0.08	3	0.07	2	0.06	1	0.03
gene9171	Contig_1.2	968647	970236	+	1590	gene		746	48.90	964	45.23	1641	63.11	503	19.07	177	7.66	606	23.90	438	17.72	173	9.57	236	11.58	1896	57.40	245	10.16	455	14.29	552	19.83	183	8.40	152	8.45
gene9172	Contig_1.36	360890	362073	-	1184	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.13	1	0.04	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9173	Contig_1.36	369326	371102	-	1777	gene		59	3.46	82	3.44	46	1.58	151	5.12	154	5.97	145	5.12	128	4.63	66	3.27	58	2.55	215	5.82	115	4.27	165	4.64	136	4.37	136	5.58	84	4.18
gene9174	Contig_1.36	371960	373124	-	1165	gene		36	3.22	56	3.59	57	2.99	57	2.95	34	2.01	51	2.75	50	2.76	38	2.87	44	2.95	115	4.75	68	3.85	71	3.04	34	1.67	22	1.38	35	2.66
gene9175	Contig_1.36	382015	383974	-	1960	gene		1	0.05	2	0.08	0	0.00	52	1.60	80	2.81	92	2.94	67	2.20	69	3.10	81	3.22	132	3.24	195	6.56	4	0.10	1	0.03	6	0.22	1	0.05
gene9176	Contig_1.36	384630	385473	-	844	gene		0	0.00	1	0.09	0	0.00	29	2.07	19	1.55	33	2.45	34	2.59	53	5.52	45	4.16	111	6.33	73	5.70	0	0.00	0	0.00	0	0.00	0	0.00
gene9177	Contig_1.36	388412	389843	+	1432	gene		7	0.51	8	0.42	5	0.21	19	0.80	21	1.01	15	0.66	8	0.36	10	0.61	8	0.44	30	1.01	17	0.78	8	0.28	4	0.16	15	0.76	3	0.19
gene9178	Contig_1.37	5478	10708	-	5231	gene		218	4.34	334	4.76	447	5.23	843	9.72	503	6.62	848	10.17	829	10.19	533	8.96	631	9.41	1304	12.00	694	8.75	848	8.09	577	6.30	668	9.32	324	5.48
gene9179	Contig_1.37	13556	13762	+	207	gene		1	0.50	3	1.08	2	0.59	6	1.75	9	2.99	7	2.12	11	3.42	7	2.97	6	2.26	17	3.95	4	1.27	3	0.72	3	0.83	1	0.35	3	1.28
gene9180	Contig_1.37	15661	16119	+	459	gene		5	1.14	12	1.95	18	2.40	18	2.36	21	3.15	20	2.73	19	2.66	11	2.11	17	2.89	46	4.82	10	1.44	25	2.72	17	2.12	10	1.59	6	1.16
gene9181	Contig_1.37	16626	19779	-	3154	gene		645	21.32	997	23.58	1197	23.21	2604	49.78	2279	49.75	2653	52.75	2606	53.15	1576	43.95	1581	39.11	4237	64.66	4428	92.59	1221	19.33	698	12.64	770	17.81	323	9.05
gene9182	Contig_1.2	971346	972125	-	780	gene		13	1.74	19	1.82	26	2.04	40	3.09	37	3.27	41	3.30	41	3.38	9	1.01	11	1.10	43	2.65	32	2.71	41	2.62	43	3.15	17	1.59	28	3.17
gene9183	Contig_1.37	24355	26197	+	1843	gene		576	32.58	774	31.33	703	23.32	1179	38.57	1222	45.65	1194	40.62	1129	39.41	716	34.17	845	35.77	1851	48.34	1260	45.09	1012	27.42	858	26.60	1064	42.12	712	34.15
gene9184	Contig_1.37	32577	33727	-	1151	gene		17	1.54	17	1.10	34	1.81	31	1.62	39	2.33	42	2.29	31	1.73	27	2.06	27	1.83	40	1.67	36	2.06	60	2.60	50	2.48	21	1.33	26	2.00
gene9185	Contig_1.37	36919	38869	-	1951	gene		288	15.39	422	16.14	619	19.40	446	13.78	495	17.47	427	13.72	450	14.84	266	11.99	284	11.36	485	11.97	334	11.29	755	19.32	563	16.49	468	17.50	368	16.67
gene9186	Contig_1.37	45589	46180	+	592	gene		388	68.31	573	72.21	809	83.56	431	43.90	393	45.71	392	41.52	332	36.08	114	16.94	171	22.54	352	28.62	150	16.71	1157	97.59	849	81.93	645	79.50	599	89.45
gene9187	Contig_1.37	46261	46999	+	739	gene		1931	272.36	2579	260.34	4087	338.17	2521	205.69	1768	164.72	2079	176.41	2001	174.18	478	56.90	715	75.49	1450	94.45	453	40.43	5046	340.94	4199	324.61	3368	332.54	2968	355.03
gene9188	Contig_1.37	50478	51875	+	1398	gene		471	35.12	670	35.75	697	30.49	737	31.79	592	29.16	754	33.82	644	29.63	462	29.07	500	27.90	1116	38.43	903	42.60	952	34.00	785	32.08	618	32.26	452	28.58
gene9189	Contig_1.37	55926	58271	+	2346	gene		231	10.26	568	18.06	574	14.96	356	9.15	345	10.13	437	11.68	404	11.08	372	13.95	533	17.73	611	12.54	436	12.26	644	13.71	274	6.67	439	13.65	239	9.01
gene9190	Contig_1.37	65511	66954	+	1444	gene		463	33.42	705	36.42	706	29.90	1131	47.23	921	43.91	1013	43.99	998	44.46	491	29.91	570	30.80	1215	40.50	815	37.22	1112	38.45	971	38.42	784	39.62	683	41.81
gene9191	Contig_1.37	71511	72590	+	1080	gene		7	0.68	7	0.48	23	1.30	11	0.61	11	0.70	9	0.52	11	0.66	6	0.49	7	0.51	15	0.67	13	0.79	25	1.16	12	0.63	3	0.20	6	0.49
gene9192	Contig_1.37	73142	73659	-	518	gene		4	0.80	9	1.30	11	1.30	12	1.40	6	0.80	7	0.85	5	0.62	7	1.19	6	0.90	7	0.65	8	1.02	7	0.67	8	0.88	7	0.99	5	0.85
gene9193	Contig_1.2	976108	976971	+	864	gene		263	31.73	353	30.48	549	38.85	645	45.01	510	40.64	715	51.89	603	44.90	231	23.52	314	28.36	728	40.56	499	38.09	541	31.27	601	39.74	447	37.75	407	41.64
gene9194	Contig_1.37	75006	77970	-	2965	gene		652	22.92	1178	29.64	860	17.74	956	19.44	678	15.74	897	18.97	976	21.17	826	24.51	747	19.66	1076	17.47	1331	29.60	1609	27.10	1327	25.57	1095	26.95	816	24.33
gene9195	Contig_1.37	82433	83271	+	839	gene		401	49.82	503	44.72	475	34.62	569	40.89	568	46.61	523	39.09	507	38.87	268	28.10	260	24.18	491	28.17	384	30.18	822	48.92	740	50.39	520	45.22	494	52.05
gene9196	Contig_1.37	86737	90250	-	3514	gene		472	14.00	605	12.84	604	10.51	1079	18.51	844	16.54	946	16.88	921	16.86	535	13.39	477	10.59	1151	15.77	754	14.15	1201	17.07	986	16.03	835	17.34	727	18.29
gene9197	Contig_1.37	92590	95992	+	3403	gene		402	12.31	502	11.00	375	6.74	770	13.64	499	10.10	713	13.14	696	13.16	982	25.38	865	19.83	1434	20.28	830	16.09	528	7.75	248	4.16	489	10.48	364	9.46
gene9198	Contig_1.37	96266	96974	+	709	gene		315	46.31	313	32.93	268	23.11	524	44.56	608	59.04	419	37.06	465	42.19	283	35.11	307	33.78	494	33.54	507	47.16	328	23.10	254	20.47	542	55.78	213	26.56
gene9199	Contig_1.37	97244	97765	-	522	gene		671	133.99	858	122.62	856	100.27	1320	152.47	1191	157.09	1074	129.02	1284	158.23	593	99.93	646	96.56	1581	145.79	1139	143.90	1222	116.89	1013	110.87	824	115.18	880	149.03
gene9200	Contig_1.37	98090	99451	+	1362	gene		37	2.83	75	4.11	66	2.96	132	5.84	114	5.76	147	6.77	137	6.47	58	3.75	62	3.55	191	6.75	97	4.70	142	5.21	77	3.23	90	4.82	60	3.89
gene9201	Contig_1.37	100543	102339	-	1797	gene		118	6.84	165	6.85	273	9.29	509	17.08	382	14.64	500	17.45	488	17.47	199	9.74	204	8.86	615	16.47	356	13.07	426	11.84	437	13.89	280	11.37	202	9.94
gene9202	Contig_1.37	103956	105047	-	1092	gene		490	46.77	696	47.55	1321	73.97	1038	57.31	776	48.93	1078	61.90	846	49.84	513	41.32	578	41.30	2104	92.74	778	46.99	1564	71.51	1463	76.54	926	61.87	898	72.70
gene9203	Contig_1.37	105579	107413	+	1835	gene		1241	70.49	2175	88.42	3612	120.36	4027	132.32	4336	162.69	4110	140.45	3521	123.43	1370	65.67	1584	67.35	9514	249.57	4185	150.41	3913	106.48	4511	140.44	2750	109.35	2218	106.85
gene9204	Contig_1.2	977705	978145	-	441	gene		36	8.51	46	7.78	42	5.82	155	21.19	99	15.46	162	23.03	136	19.84	56	11.17	89	15.75	182	19.87	146	21.83	74	8.38	54	7.00	54	8.93	26	5.21
gene9205	Contig_1.37	108132	109466	+	1335	gene		12	0.94	15	0.84	20	0.92	44	1.99	92	4.74	34	1.60	52	2.51	9	0.59	17	0.99	42	1.51	22	1.09	34	1.27	24	1.03	53	2.90	20	1.32
gene9206	Contig_1.37	115763	117578	+	1816	gene		96	5.51	205	8.42	37	1.25	134	4.45	357	13.54	33	1.14	126	4.46	238	11.53	25	1.07	31	0.82	124	4.50	160	4.40	108	3.40	2206	88.64	58	2.82
gene9207	Contig_1.37	118129	119629	-	1501	gene		1	0.07	8	0.40	9	0.37	16	0.64	3	0.14	14	0.58	33	1.41	2	0.12	3	0.16	23	0.74	2	0.09	10	0.33	8	0.30	5	0.24	4	0.24
gene9208	Contig_1.37	121274	123529	-	2256	gene		14	0.65	25	0.83	78	2.11	47	1.26	16	0.49	45	1.25	41	1.17	30	1.17	24	0.83	105	2.24	29	0.85	55	1.22	49	1.24	27	0.87	17	0.67
gene9209	Contig_1.37	124137	125802	+	1666	gene		57	3.57	80	3.58	174	6.39	93	3.37	34	1.41	75	2.82	78	3.01	50	2.64	46	2.15	176	5.09	48	1.90	103	3.09	64	2.19	45	1.97	50	2.65
gene9210	Contig_1.37	127544	128120	+	577	gene		208	37.57	284	36.72	332	35.18	373	38.98	414	49.40	348	37.82	341	38.02	231	35.22	231	31.24	499	41.63	343	39.20	426	36.86	416	41.19	293	37.05	235	36.00
gene9211	Contig_1.37	129152	130276	+	1125	gene		2772	256.83	3813	252.84	3723	202.35	1726	92.51	1521	93.09	2122	118.28	2112	120.76	2625	205.25	2928	203.07	3361	143.81	3037	178.03	10919	484.63	12521	635.84	3078	199.64	3629	285.16
gene9212	Contig_1.37	132720	134142	-	1423	gene		320	23.44	444	23.28	534	22.95	531	22.50	350	16.93	529	23.31	614	27.76	568	35.11	428	23.47	850	28.75	977	45.28	1020	35.79	1248	50.10	324	16.61	359	22.30
gene9213	Contig_1.37	138120	139746	+	1627	gene		147	9.42	178	8.16	206	7.74	297	11.01	286	12.10	357	13.76	284	11.23	146	7.89	180	8.63	523	15.47	369	14.96	346	10.62	409	14.36	287	12.87	241	13.09
gene9214	Contig_1.37	147381	149775	+	2395	gene		23	1.00	65	2.02	82	2.09	48	1.21	27	0.78	58	1.52	55	1.48	48	1.76	56	1.82	107	2.15	62	1.71	108	2.25	46	1.10	43	1.31	49	1.81
gene9215	Contig_1.2	978276	978961	-	686	gene		22	3.34	27	2.94	31	2.76	101	8.88	61	6.12	88	8.04	89	8.35	31	3.98	50	5.69	121	8.49	92	8.84	42	3.06	37	3.08	43	4.57	17	2.19
gene9216	Contig_1.37	150315	152356	-	2042	gene		319	16.28	500	18.27	392	11.74	234	6.91	150	5.06	263	8.08	229	7.21	208	8.96	247	9.44	505	11.90	240	7.75	698	17.07	529	14.80	581	20.76	382	16.54
gene9217	Contig_1.37	155965	156656	+	692	gene		531	79.98	608	65.54	573	50.63	11	0.96	9	0.90	9	0.82	14	1.30	7	0.89	17	1.92	14	0.97	12	1.14	534	38.53	682	56.30	135	14.23	405	51.74
gene9218	Contig_1.37	157677	159233	-	1557	gene		4114	275.41	5684	272.33	8268	324.70	831	32.18	480	21.23	914	36.81	732	30.24	168	9.49	333	16.69	1621	50.11	233	9.87	10117	324.44	8727	320.21	4438	207.98	6984	396.52
gene9219	Contig_1.37	161135	165662	-	4528	gene		365	8.40	600	9.89	863	11.65	266	3.54	151	2.30	285	3.95	265	3.76	101	1.96	86	1.48	720	7.65	137	2.00	969	10.69	994	12.54	588	9.48	555	10.84
gene9220	Contig_1.37	166793	167951	+	1159	gene		3792	341.03	5681	365.66	8814	465.01	5981	311.15	5873	348.89	6160	333.28	5615	311.65	5217	395.96	4691	315.79	17163	712.81	8352	475.24	7559	325.66	9736	479.91	7479	470.85	4914	374.80
gene9221	Contig_1.37	169310	172477	+	3168	gene		2069	68.07	2709	63.79	3572	68.94	4133	78.66	2996	65.11	4731	93.64	4271	86.72	2472	68.64	2892	71.22	7515	114.18	4995	103.98	3091	48.72	3215	57.98	2264	52.14	2077	57.96
gene9222	Contig_1.37	173180	174476	+	1297	gene		1413	113.56	1734	99.73	2023	95.37	2714	126.17	2423	128.63	2620	126.67	2570	127.46	964	65.38	1127	67.80	3624	134.50	1909	97.07	3178	122.35	3092	136.20	2464	138.62	2362	160.99
gene9223	Contig_1.37	177491	178065	-	575	gene		0	0.00	0	0.00	0	0.00	1	0.10	1	0.12	0	0.00	0	0.00	0	0.00	1	0.14	1	0.08	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9224	Contig_1.37	181428	182093	-	666	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.10	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9225	Contig_1.37	183211	184219	-	1009	gene		0	0.00	1	0.07	0	0.00	8	0.48	10	0.68	12	0.75	10	0.64	5	0.44	7	0.54	16	0.76	17	1.11	0	0.00	0	0.00	0	0.00	0	0.00
gene9226	Contig_1.2	980726	982392	-	1667	gene		299	18.70	779	34.86	1433	52.56	14	0.51	5	0.21	9	0.34	14	0.54	8	0.42	8	0.37	14	0.40	8	0.32	2264	67.81	3044	104.32	947	41.45	1697	89.99
gene9227	Contig_1.37	186037	186586	-	550	gene		0	0.00	0	0.00	0	0.00	7	0.77	12	1.50	10	1.14	8	0.94	13	2.08	11	1.56	11	0.96	12	1.44	0	0.00	1	0.10	4	0.53	0	0.00
gene9228	Contig_1.37	187628	188592	+	965	gene		0	0.00	0	0.00	0	0.00	29	1.81	23	1.64	26	1.69	24	1.60	37	3.37	35	2.83	47	2.34	23	1.57	1	0.05	1	0.06	2	0.15	0	0.00
gene9229	Contig_1.37	198393	199454	+	1062	gene		13	1.28	23	1.62	11	0.63	42	2.38	45	2.92	53	3.13	47	2.85	45	3.73	46	3.38	87	3.94	44	2.73	21	0.99	16	0.86	24	1.65	12	1.00
gene9230	Contig_1.37	200983	202571	+	1589	gene		1	0.07	0	0.00	0	0.00	68	2.58	32	1.39	105	4.14	76	3.08	75	4.15	54	2.65	114	3.45	88	3.65	0	0.00	0	0.00	12	0.55	0	0.00
gene9231	Contig_1.37	203960	205226	-	1267	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.10	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9232	Contig_1.37	208906	211378	-	2473	gene		541	22.80	796	24.01	902	22.30	1268	30.92	1126	31.35	1110	28.15	1060	27.57	424	15.08	472	14.89	1338	26.04	1279	34.11	1731	34.95	1996	46.11	1492	44.02	957	34.21
gene9233	Contig_1.37	212849	215337	+	2489	gene		974	40.79	1416	42.44	2110	51.84	2680	64.92	2197	60.77	2771	69.81	2434	62.91	1306	46.16	1461	45.80	5167	99.93	2392	63.38	3435	68.91	2601	59.70	2469	72.38	1461	51.89
gene9234	Contig_1.37	219323	220666	-	1344	gene		1	0.08	1	0.06	0	0.00	9	0.40	3	0.15	10	0.47	6	0.29	4	0.26	5	0.29	5	0.18	3	0.15	2	0.07	1	0.04	0	0.00	1	0.07
gene9235	Contig_1.37	221827	222213	-	387	gene		0	0.00	0	0.00	0	0.00	1	0.16	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.17	0	0.00	0	0.00	0	0.00	0	0.00
gene9236	Contig_1.37	225337	225702	-	366	gene		1	0.28	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9237	Contig_1.2	985594	988461	+	2868	gene		692	25.15	1365	35.50	1710	36.46	830	17.45	991	23.79	983	21.49	752	16.87	600	18.40	685	18.63	1424	23.90	918	21.11	3231	56.25	3227	64.28	2071	52.69	1763	54.34
gene9238	Contig_1.37	230338	230595	+	258	gene		0	0.00	1	0.29	0	0.00	0	0.00	3	0.80	0	0.00	0	0.00	2	0.68	3	0.91	5	0.93	1	0.26	0	0.00	0	0.00	1	0.28	0	0.00
gene9239	Contig_1.37	234210	237407	-	3198	gene		48	1.56	72	1.68	82	1.57	311	5.86	199	4.28	300	5.88	284	5.71	108	2.97	106	2.59	305	4.59	221	4.56	301	4.70	252	4.50	251	5.73	96	2.65
gene9240	Contig_1.37	238538	241753	-	3216	gene		232	7.52	397	9.21	540	10.27	980	18.37	719	15.39	937	18.27	880	17.60	617	16.88	685	16.62	1213	18.16	849	17.41	770	11.96	662	11.76	564	12.80	336	9.24
gene9241	Contig_1.37	243785	244719	+	935	gene		141	15.72	179	14.28	242	15.83	533	34.37	544	40.06	403	27.03	489	33.64	171	16.09	205	17.11	510	26.26	276	19.47	306	16.34	282	17.23	326	25.44	220	20.80
gene9242	Contig_1.37	245409	246402	-	994	gene		1	0.10	3	0.23	6	0.37	13	0.79	4	0.28	16	1.01	7	0.45	2	0.18	1	0.08	12	0.58	5	0.33	6	0.30	6	0.34	5	0.37	1	0.09
gene9243	Contig_1.37	247243	248383	-	1141	gene		0	0.00	0	0.00	0	0.00	3	0.16	2	0.12	1	0.05	0	0.00	1	0.08	1	0.07	2	0.08	1	0.06	1	0.04	1	0.05	0	0.00	0	0.00
gene9244	Contig_1.37	250080	251376	-	1297	gene		0	0.00	0	0.00	0	0.00	2	0.09	3	0.16	4	0.19	4	0.20	0	0.00	0	0.00	3	0.11	1	0.05	1	0.04	1	0.04	0	0.00	1	0.07
gene9245	Contig_1.37	252964	254022	+	1059	gene		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.12	2	0.12	1	0.08	0	0.00	1	0.05	1	0.06	0	0.00	0	0.00	0	0.00	0	0.00
gene9246	Contig_1.37	258834	260525	-	1692	gene		20	1.23	26	1.15	33	1.19	40	1.43	42	1.71	32	1.19	43	1.63	12	0.62	30	1.38	30	0.85	32	1.25	43	1.27	33	1.11	60	2.59	26	1.36
